"Order ID","Customer ID","cl_order_date","order_year","order_month","sales","recency","frequency","monetary","r_score","f_score","m_score","rfm_score","segment","cl_year"
"CA-2012-114048","EH-13945","2012-12-14T00:00:00.000Z","2012","12","29.22","217","17","684.171","4","2","5","425","Growing Customers","2012"
"CA-2012-137281","BF-10975","2012-06-13T00:00:00.000Z","2012","6","6.48","91","13","599.798","3","3","5","335","Loyal Customers","2012"
"US-2014-162068","PC-18745","2014-12-29T00:00:00.000Z","2014","12","1.188","2","5","1832.064","1","5","3","153","At Risk Customers","2014"
"CA-2014-100111","SV-20365","2014-09-21T00:00:00.000Z","2014","9","272.646","101","32","11470.949999999997","3","1","1","311","Growing Customers","2014"
"CA-2014-100111","SV-20365","2014-09-21T00:00:00.000Z","2014","9","212.8","101","32","11470.949999999997","3","1","1","311","Growing Customers","2014"
"CA-2014-100111","SV-20365","2014-09-21T00:00:00.000Z","2014","9","38.52","101","32","11470.949999999997","3","1","1","311","Growing Customers","2014"
"CA-2014-100111","SV-20365","2014-09-21T00:00:00.000Z","2014","9","72.64","101","32","11470.949999999997","3","1","1","311","Growing Customers","2014"
"CA-2014-100111","SV-20365","2014-09-21T00:00:00.000Z","2014","9","45.4","101","32","11470.949999999997","3","1","1","311","Growing Customers","2014"
"CA-2014-100111","SV-20365","2014-09-21T00:00:00.000Z","2014","9","13.76","101","32","11470.949999999997","3","1","1","311","Growing Customers","2014"
"CA-2014-100111","SV-20365","2014-09-21T00:00:00.000Z","2014","9","80.991","101","32","11470.949999999997","3","1","1","311","Growing Customers","2014"
"CA-2014-100111","SV-20365","2014-09-21T00:00:00.000Z","2014","9","11.784","101","32","11470.949999999997","3","1","1","311","Growing Customers","2014"
"CA-2014-100111","SV-20365","2014-09-21T00:00:00.000Z","2014","9","4.36","101","32","11470.949999999997","3","1","1","311","Growing Customers","2014"
"CA-2014-100111","SV-20365","2014-09-21T00:00:00.000Z","2014","9","2888.127","101","32","11470.949999999997","3","1","1","311","Growing Customers","2014"
"CA-2014-100111","SV-20365","2014-09-21T00:00:00.000Z","2014","9","1299.66","101","32","11470.949999999997","3","1","1","311","Growing Customers","2014"
"CA-2014-100111","SV-20365","2014-09-21T00:00:00.000Z","2014","9","2254.41","101","32","11470.949999999997","3","1","1","311","Growing Customers","2014"
"CA-2014-100111","SV-20365","2014-09-21T00:00:00.000Z","2014","9","104.85","101","32","11470.949999999997","3","1","1","311","Growing Customers","2014"
"CA-2014-100111","SV-20365","2014-09-21T00:00:00.000Z","2014","9","59.97","101","32","11470.949999999997","3","1","1","311","Growing Customers","2014"
"US-2014-132381","Dp-13240","2014-08-23T00:00:00.000Z","2014","8","314.532","84","29","7198.760999999999","3","1","1","311","Growing Customers","2014"
"CA-2012-147011","HR-14830","2012-06-18T00:00:00.000Z","2012","6","13.632","159","14","5248.786999999999","4","2","1","421","Growing Customers","2012"
"CA-2011-120852","WB-21850","2011-12-20T00:00:00.000Z","2011","12","19.432","20","37","6160.102","1","1","1","111","Low Value Customers","2011"
"CA-2011-120852","WB-21850","2011-12-20T00:00:00.000Z","2011","12","65.44","20","37","6160.102","1","1","1","111","Low Value Customers","2011"
"CA-2013-150007","AS-10090","2013-09-12T00:00:00.000Z","2013","9","6","28","25","3255.3099999999995","2","1","2","212","Low Value Customers","2013"
"CA-2013-150007","AS-10090","2013-09-12T00:00:00.000Z","2013","9","1.908","28","25","3255.3099999999995","2","1","2","212","Low Value Customers","2013"
"CA-2013-124590","SP-20920","2013-11-13T00:00:00.000Z","2013","11","1474.802","70","14","3990.6890000000003","3","2","2","322","Growing Customers","2013"
"CA-2013-124590","SP-20920","2013-11-13T00:00:00.000Z","2013","11","110.096","70","14","3990.6890000000003","3","2","2","322","Growing Customers","2013"
"CA-2013-124590","SP-20920","2013-11-13T00:00:00.000Z","2013","11","16.752","70","14","3990.6890000000003","3","2","2","322","Growing Customers","2013"
"CA-2013-124590","SP-20920","2013-11-13T00:00:00.000Z","2013","11","1537.074","70","14","3990.6890000000003","3","2","2","322","Growing Customers","2013"
"CA-2013-124590","SP-20920","2013-11-13T00:00:00.000Z","2013","11","449.372","70","14","3990.6890000000003","3","2","2","322","Growing Customers","2013"
"CA-2013-133802","SP-20650","2013-03-15T00:00:00.000Z","2013","3","41.904","386","15","1872.4360000000001","5","2","3","523","Growing Customers","2013"
"US-2013-113677","CM-12655","2013-11-14T00:00:00.000Z","2013","11","2279.96","27","10","6339.5576","2","3","1","231","At Risk Customers","2013"
"US-2013-113677","CM-12655","2013-11-14T00:00:00.000Z","2013","11","14.94","27","10","6339.5576","2","3","1","231","At Risk Customers","2013"
"CA-2014-143378","JR-16210","2014-09-20T00:00:00.000Z","2014","9","191.976","33","10","2201.6859999999997","2","4","3","243","At Risk Customers","2014"
"CA-2014-143378","JR-16210","2014-09-20T00:00:00.000Z","2014","9","23.832","33","10","2201.6859999999997","2","4","3","243","At Risk Customers","2014"
"CA-2014-143378","JR-16210","2014-09-20T00:00:00.000Z","2014","9","409.216","33","10","2201.6859999999997","2","4","3","243","At Risk Customers","2014"
"CA-2014-143378","JR-16210","2014-09-20T00:00:00.000Z","2014","9","72.588","33","10","2201.6859999999997","2","4","3","243","At Risk Customers","2014"
"CA-2014-152660","CB-12415","2014-12-05T00:00:00.000Z","2014","12","61.568","26","12","1949.2","2","3","3","233","At Risk Customers","2014"
"CA-2012-142139","SD-20485","2012-08-31T00:00:00.000Z","2012","8","20.96","200","21","6121.114","4","1","1","411","Growing Customers","2012"
"CA-2014-145772","SS-20140","2014-06-04T00:00:00.000Z","2014","6","44.75","15","21","1324.028","1","1","4","114","Low Value Customers","2014"
"CA-2014-145772","SS-20140","2014-06-04T00:00:00.000Z","2014","6","11.96","15","21","1324.028","1","1","4","114","Low Value Customers","2014"
"CA-2014-145772","SS-20140","2014-06-04T00:00:00.000Z","2014","6","3.912","15","21","1324.028","1","1","4","114","Low Value Customers","2014"
"CA-2013-124100","EH-13990","2013-04-01T00:00:00.000Z","2013","4","327.996","405","8","825.9499999999999","5","4","5","545","Top Customers","2013"
"US-2011-158400","AH-10030","2011-10-25T00:00:00.000Z","2011","10","49.408","12","11","1744.6999999999998","1","3","3","133","At Risk Customers","2011"
"CA-2014-162033","EM-14200","2014-03-27T00:00:00.000Z","2014","3","53.25","158","4","366.822","4","5","5","455","Top Customers","2014"
"CA-2014-162033","EM-14200","2014-03-27T00:00:00.000Z","2014","3","3.76","158","4","366.822","4","5","5","455","Top Customers","2014"
"CA-2011-163447","TB-21190","2011-12-27T00:00:00.000Z","2011","12","767.214","49","4","816.174","2","5","5","255","At Risk Customers","2011"
"CA-2014-145737","AB-10165","2014-09-16T00:00:00.000Z","2014","9","163.96","25","14","1113.838","1","2","4","124","Low Value Customers","2014"
"CA-2013-148096","AO-10810","2013-08-17T00:00:00.000Z","2013","8","161.28","501","1","161.28","5","5","5","555","Top Customers","2013"
"CA-2013-146766","TT-21220","2013-11-05T00:00:00.000Z","2013","11","192.8","183","15","1427.044","4","2","4","424","Growing Customers","2013"
"CA-2012-105613","KN-16705","2012-10-18T00:00:00.000Z","2012","10","27.696","98","15","2280.5800000000004","3","2","3","323","Growing Customers","2012"
"CA-2012-105613","KN-16705","2012-10-18T00:00:00.000Z","2012","10","73.164","98","15","2280.5800000000004","3","2","3","323","Growing Customers","2012"
"US-2013-142251","FO-14305","2013-11-01T00:00:00.000Z","2013","11","32.064","38","15","2678.438","2","2","3","223","Low Value Customers","2013"
"CA-2011-131247","GA-14725","2011-03-30T00:00:00.000Z","2011","3","205.666","5","22","1398.382","1","1","4","114","Low Value Customers","2011"
"US-2012-113593","NC-18415","2012-04-18T00:00:00.000Z","2012","4","115.44","41","14","2218.99","2","2","3","223","Low Value Customers","2012"
"CA-2014-121083","JF-15190","2014-07-10T00:00:00.000Z","2014","7","274.8","65","19","2279.5860000000002","3","1","3","313","Growing Customers","2014"
"CA-2014-121083","JF-15190","2014-07-10T00:00:00.000Z","2014","7","195.64","65","19","2279.5860000000002","3","1","3","313","Growing Customers","2014"
"CA-2014-121083","JF-15190","2014-07-10T00:00:00.000Z","2014","7","257.98","65","19","2279.5860000000002","3","1","3","313","Growing Customers","2014"
"CA-2014-121083","JF-15190","2014-07-10T00:00:00.000Z","2014","7","119.04","65","19","2279.5860000000002","3","1","3","313","Growing Customers","2014"
"CA-2014-151190","GT-14710","2014-06-28T00:00:00.000Z","2014","6","20.07","36","29","11820.119999999997","2","1","1","211","Low Value Customers","2014"
"CA-2011-133543","KM-16660","2011-12-22T00:00:00.000Z","2011","12","11.76","15","9","453.538","1","4","5","145","At Risk Customers","2011"
"CA-2014-105130","PJ-18835","2014-11-22T00:00:00.000Z","2014","11","11.76","39","13","1220.0900000000001","2","3","4","234","At Risk Customers","2014"
"CA-2014-105130","PJ-18835","2014-11-22T00:00:00.000Z","2014","11","40.736","39","13","1220.0900000000001","2","3","4","234","At Risk Customers","2014"
"CA-2013-161928","AC-10660","2013-06-28T00:00:00.000Z","2013","6","201.584","282","6","657.316","5","5","5","555","Top Customers","2013"
"CA-2014-101322","JG-15310","2014-12-29T00:00:00.000Z","2014","12","340.704","2","11","2240.5800000000004","1","3","3","133","At Risk Customers","2014"
"US-2013-106600","RM-19375","2013-04-09T00:00:00.000Z","2013","4","354.9","345","9","1453.474","5","4","4","544","Top Customers","2013"
"CA-2011-111871","EK-13795","2011-03-18T00:00:00.000Z","2011","3","1198.33","44","4","1303.478","2","5","4","254","At Risk Customers","2011"
"CA-2014-139437","RD-19585","2014-07-04T00:00:00.000Z","2014","7","87.92","180","19","2912.8940000000002","4","1","2","412","Growing Customers","2014"
"CA-2014-151484","CV-12805","2014-04-21T00:00:00.000Z","2014","4","51.968","5","19","2370.3136","1","1","3","113","Low Value Customers","2014"
"CA-2014-151484","CV-12805","2014-04-21T00:00:00.000Z","2014","4","51.336","5","19","2370.3136","1","1","3","113","Low Value Customers","2014"
"CA-2014-151484","CV-12805","2014-04-21T00:00:00.000Z","2014","4","332.704","5","19","2370.3136","1","1","3","113","Low Value Customers","2014"
"CA-2014-151484","CV-12805","2014-04-21T00:00:00.000Z","2014","4","42.408","5","19","2370.3136","1","1","3","113","Low Value Customers","2014"
"CA-2013-104150","AG-10330","2013-08-04T00:00:00.000Z","2013","8","81.54","8","9","660.972","1","4","5","145","At Risk Customers","2013"
"CA-2013-104150","AG-10330","2013-08-04T00:00:00.000Z","2013","8","167.28","8","9","660.972","1","4","5","145","At Risk Customers","2013"
"CA-2013-161025","GM-14440","2013-12-04T00:00:00.000Z","2013","12","772.68","83","11","3582.8199999999997","3","3","2","332","Loyal Customers","2013"
"CA-2011-103989","MC-17605","2011-03-19T00:00:00.000Z","2011","3","323.976","112","18","2258.192","4","1","3","413","Growing Customers","2011"
"CA-2011-103989","MC-17605","2011-03-19T00:00:00.000Z","2011","3","11.808","112","18","2258.192","4","1","3","413","Growing Customers","2011"
"CA-2011-103989","MC-17605","2011-03-19T00:00:00.000Z","2011","3","26.16","112","18","2258.192","4","1","3","413","Growing Customers","2011"
"CA-2011-103989","MC-17605","2011-03-19T00:00:00.000Z","2011","3","33.57","112","18","2258.192","4","1","3","413","Growing Customers","2011"
"CA-2011-103989","MC-17605","2011-03-19T00:00:00.000Z","2011","3","4.992","112","18","2258.192","4","1","3","413","Growing Customers","2011"
"CA-2011-103989","MC-17605","2011-03-19T00:00:00.000Z","2011","3","20.016","112","18","2258.192","4","1","3","413","Growing Customers","2011"
"CA-2011-103989","MC-17605","2011-03-19T00:00:00.000Z","2011","3","170.24","112","18","2258.192","4","1","3","413","Growing Customers","2011"
"CA-2012-142433","ES-14020","2012-04-20T00:00:00.000Z","2012","4","117.456","40","8","3510.4579999999996","2","4","2","242","At Risk Customers","2012"
"CA-2012-132815","RW-19540","2012-09-19T00:00:00.000Z","2012","9","22.96","120","23","7397.401000000001","4","1","1","411","Growing Customers","2012"
"CA-2011-101266","MM-17920","2011-08-27T00:00:00.000Z","2011","8","13.36","7","16","3794.08","1","2","2","122","Low Value Customers","2011"
"CA-2013-141523","MH-17440","2013-12-20T00:00:00.000Z","2013","12","34.248","376","9","400.016","5","4","5","545","Top Customers","2013"
"CA-2013-141523","MH-17440","2013-12-20T00:00:00.000Z","2013","12","3.52","376","9","400.016","5","4","5","545","Top Customers","2013"
"US-2011-106299","NZ-18565","2011-08-02T00:00:00.000Z","2011","8","26.7","85","20","2488.31","3","1","3","313","Growing Customers","2011"
"US-2011-106299","NZ-18565","2011-08-02T00:00:00.000Z","2011","8","21.2","85","20","2488.31","3","1","3","313","Growing Customers","2011"
"US-2011-106299","NZ-18565","2011-08-02T00:00:00.000Z","2011","8","838.38","85","20","2488.31","3","1","3","313","Growing Customers","2011"
"CA-2012-158421","GB-14575","2012-09-21T00:00:00.000Z","2012","9","1690.04","13","16","4716.2880000000005","1","2","1","121","Low Value Customers","2012"
"CA-2012-158421","GB-14575","2012-09-21T00:00:00.000Z","2012","9","85.96","13","16","4716.2880000000005","1","2","1","121","Low Value Customers","2012"
"CA-2012-158421","GB-14575","2012-09-21T00:00:00.000Z","2012","9","121.96","13","16","4716.2880000000005","1","2","1","121","Low Value Customers","2012"
"CA-2012-158421","GB-14575","2012-09-21T00:00:00.000Z","2012","9","23.92","13","16","4716.2880000000005","1","2","1","121","Low Value Customers","2012"
"CA-2012-158421","GB-14575","2012-09-21T00:00:00.000Z","2012","9","63.96","13","16","4716.2880000000005","1","2","1","121","Low Value Customers","2012"
"CA-2012-158421","GB-14575","2012-09-21T00:00:00.000Z","2012","9","629.95","13","16","4716.2880000000005","1","2","1","121","Low Value Customers","2012"
"CA-2012-158421","GB-14575","2012-09-21T00:00:00.000Z","2012","9","113.73","13","16","4716.2880000000005","1","2","1","121","Low Value Customers","2012"
"CA-2012-158421","GB-14575","2012-09-21T00:00:00.000Z","2012","9","14.6","13","16","4716.2880000000005","1","2","1","121","Low Value Customers","2012"
"CA-2012-158421","GB-14575","2012-09-21T00:00:00.000Z","2012","9","887.84","13","16","4716.2880000000005","1","2","1","121","Low Value Customers","2012"
"CA-2013-143609","DB-13270","2013-12-12T00:00:00.000Z","2013","12","403.92","53","13","4655.897","2","3","1","231","At Risk Customers","2013"
"CA-2012-138331","JK-15625","2012-08-07T00:00:00.000Z","2012","8","106.8","61","12","3760.028","3","3","2","332","Loyal Customers","2012"
"CA-2012-138954","MH-17785","2012-11-15T00:00:00.000Z","2012","11","70.95","98","11","2203.7780000000002","3","3","3","333","Loyal Customers","2012"
"CA-2012-138954","MH-17785","2012-11-15T00:00:00.000Z","2012","11","34.944","98","11","2203.7780000000002","3","3","3","333","Loyal Customers","2012"
"CA-2012-138954","MH-17785","2012-11-15T00:00:00.000Z","2012","11","119.04","98","11","2203.7780000000002","3","3","3","333","Loyal Customers","2012"
"CA-2014-157903","AM-10705","2014-04-05T00:00:00.000Z","2014","4","383.84","162","22","5664.022","4","1","1","411","Growing Customers","2014"
"CA-2013-157259","JM-15535","2013-12-25T00:00:00.000Z","2013","12","799.56","102","10","1733.4430000000002","3","4","4","344","Loyal Customers","2013"
"CA-2014-107986","MW-18220","2014-12-14T00:00:00.000Z","2014","12","31.44","17","14","5341.9","1","2","1","121","Low Value Customers","2014"
"CA-2014-104927","AG-10330","2014-12-23T00:00:00.000Z","2014","12","25.92","8","9","660.972","1","4","5","145","At Risk Customers","2014"
"CA-2014-104927","AG-10330","2014-12-23T00:00:00.000Z","2014","12","6.33","8","9","660.972","1","4","5","145","At Risk Customers","2014"
"CA-2014-104927","AG-10330","2014-12-23T00:00:00.000Z","2014","12","75.88","8","9","660.972","1","4","5","145","At Risk Customers","2014"
"CA-2014-113453","CM-12160","2014-10-22T00:00:00.000Z","2014","10","329.988","26","7","2533.314","1","4","3","143","At Risk Customers","2014"
"CA-2014-113453","CM-12160","2014-10-22T00:00:00.000Z","2014","10","71.376","26","7","2533.314","1","4","3","143","At Risk Customers","2014"
"CA-2012-149909","RA-19915","2012-11-13T00:00:00.000Z","2012","11","63.77","12","22","4793.543000000001","1","1","1","111","Low Value Customers","2012"
"CA-2012-149909","RA-19915","2012-11-13T00:00:00.000Z","2012","11","50.97","12","22","4793.543000000001","1","1","1","111","Low Value Customers","2012"
"CA-2012-149909","RA-19915","2012-11-13T00:00:00.000Z","2012","11","96.08","12","22","4793.543000000001","1","1","1","111","Low Value Customers","2012"
"CA-2012-146675","SB-20185","2012-04-16T00:00:00.000Z","2012","4","1439.968","188","12","6410.995999999999","4","3","1","431","Loyal Customers","2012"
"CA-2012-146675","SB-20185","2012-04-16T00:00:00.000Z","2012","4","43.56","188","12","6410.995999999999","4","3","1","431","Loyal Customers","2012"
"CA-2013-118332","PK-19075","2013-12-17T00:00:00.000Z","2013","12","563.92","9","25","8646.933999999997","1","1","1","111","Low Value Customers","2013"
"CA-2013-133669","SV-20935","2013-10-22T00:00:00.000Z","2013","10","235.152","2","13","1903.491","1","3","3","133","At Risk Customers","2013"
"CA-2014-145660","MG-17650","2014-12-02T00:00:00.000Z","2014","12","7.712","29","14","3785.276","2","2","2","222","Low Value Customers","2014"
"CA-2013-133697","CM-12445","2013-10-21T00:00:00.000Z","2013","10","51.016","436","9","287.98999999999995","5","4","5","545","Top Customers","2013"
"CA-2013-133697","CM-12445","2013-10-21T00:00:00.000Z","2013","10","25.248","436","9","287.98999999999995","5","4","5","545","Top Customers","2013"
"CA-2013-133697","CM-12445","2013-10-21T00:00:00.000Z","2013","10","56.686","436","9","287.98999999999995","5","4","5","545","Top Customers","2013"
"CA-2014-148138","ME-18010","2014-09-30T00:00:00.000Z","2014","9","51.168","92","6","1256.944","3","5","4","354","Loyal Customers","2014"
"CA-2014-119809","YS-21880","2014-08-19T00:00:00.000Z","2014","8","2793.528","9","12","6720.443999999999","1","3","1","131","At Risk Customers","2014"
"CA-2014-119809","YS-21880","2014-08-19T00:00:00.000Z","2014","8","1000.02","9","12","6720.443999999999","1","3","1","131","At Risk Customers","2014"
"CA-2014-119809","YS-21880","2014-08-19T00:00:00.000Z","2014","8","65.94","9","12","6720.443999999999","1","3","1","131","At Risk Customers","2014"
"CA-2014-149944","MB-17305","2014-11-13T00:00:00.000Z","2014","11","18.24","48","19","1548.7019999999998","2","1","4","214","Low Value Customers","2014"
"CA-2014-149944","MB-17305","2014-11-13T00:00:00.000Z","2014","11","76.12","48","19","1548.7019999999998","2","1","4","214","Low Value Customers","2014"
"CA-2011-128538","AS-10240","2011-10-11T00:00:00.000Z","2011","10","7.64","192","13","584.6080000000001","4","3","5","435","Loyal Customers","2011"
"CA-2012-161711","MC-17425","2012-11-28T00:00:00.000Z","2012","11","68.16","399","10","4432.138","5","3","1","531","Loyal Customers","2012"
"CA-2012-161711","MC-17425","2012-11-28T00:00:00.000Z","2012","11","62.24","399","10","4432.138","5","3","1","531","Loyal Customers","2012"
"US-2012-129553","PG-18820","2012-07-27T00:00:00.000Z","2012","7","29.97","36","26","3086.907","2","1","2","212","Low Value Customers","2012"
"CA-2013-160220","JS-16030","2013-10-21T00:00:00.000Z","2013","10","125.7","28","18","2516.4939999999997","2","1","3","213","Low Value Customers","2013"
"CA-2013-160220","JS-16030","2013-10-21T00:00:00.000Z","2013","10","191.98","28","18","2516.4939999999997","2","1","3","213","Low Value Customers","2013"
"CA-2013-160220","JS-16030","2013-10-21T00:00:00.000Z","2013","10","20.86","28","18","2516.4939999999997","2","1","3","213","Low Value Customers","2013"
"US-2014-157224","JB-16000","2014-09-15T00:00:00.000Z","2014","9","56.7","43","7","644.1188","2","5","5","255","At Risk Customers","2014"
"CA-2014-140627","DK-12985","2014-12-24T00:00:00.000Z","2014","12","72.704","7","8","1687.04","1","4","4","144","At Risk Customers","2014"
"CA-2014-140627","DK-12985","2014-12-24T00:00:00.000Z","2014","12","12.264","7","8","1687.04","1","4","4","144","At Risk Customers","2014"
"CA-2014-140627","DK-12985","2014-12-24T00:00:00.000Z","2014","12","218.352","7","8","1687.04","1","4","4","144","At Risk Customers","2014"
"CA-2012-133445","JF-15490","2012-10-05T00:00:00.000Z","2012","10","66.294","121","15","1082.918","4","2","4","424","Growing Customers","2012"
"CA-2012-133445","JF-15490","2012-10-05T00:00:00.000Z","2012","10","291.168","121","15","1082.918","4","2","4","424","Growing Customers","2012"
"CA-2011-148782","PO-18850","2011-11-02T00:00:00.000Z","2011","11","88.776","4","22","7473.828200000001","1","1","1","111","Low Value Customers","2011"
"CA-2013-148208","BT-11530","2013-01-22T00:00:00.000Z","2013","1","110.376","91","10","2684.492","3","4","3","343","Loyal Customers","2013"
"CA-2013-148208","BT-11530","2013-01-22T00:00:00.000Z","2013","1","55.176","91","10","2684.492","3","4","3","343","Loyal Customers","2013"
"CA-2014-127656","NW-18400","2014-07-12T00:00:00.000Z","2014","7","30.32","172","22","7234.013999999999","4","1","1","411","Growing Customers","2014"
"US-2014-142188","JF-15415","2014-09-12T00:00:00.000Z","2014","9","177.568","2","14","2371.448","1","2","3","123","Low Value Customers","2014"
"US-2014-142188","JF-15415","2014-09-12T00:00:00.000Z","2014","9","19.44","2","14","2371.448","1","2","3","123","Low Value Customers","2014"
"US-2014-142188","JF-15415","2014-09-12T00:00:00.000Z","2014","9","71.28","2","14","2371.448","1","2","3","123","Low Value Customers","2014"
"US-2014-142188","JF-15415","2014-09-12T00:00:00.000Z","2014","9","1471.96","2","14","2371.448","1","2","3","123","Low Value Customers","2014"
"US-2014-142188","JF-15415","2014-09-12T00:00:00.000Z","2014","9","79.96","2","14","2371.448","1","2","3","123","Low Value Customers","2014"
"CA-2013-144400","AC-10420","2013-02-23T00:00:00.000Z","2013","2","57.576","232","5","925.8","5","5","5","555","Top Customers","2013"
"US-2013-155180","TB-21280","2013-01-22T00:00:00.000Z","2013","1","26.336","583","11","2198.45","5","3","3","533","Loyal Customers","2013"
"CA-2012-134075","HA-14905","2012-12-12T00:00:00.000Z","2012","12","166.5","69","10","2163.3","3","4","3","343","Loyal Customers","2012"
"CA-2012-134075","HA-14905","2012-12-12T00:00:00.000Z","2012","12","360.38","69","10","2163.3","3","4","3","343","Loyal Customers","2012"
"US-2013-131912","LH-17155","2013-10-30T00:00:00.000Z","2013","10","11.744","385","19","1739.6889999999999","5","1","3","513","Growing Customers","2013"
"CA-2014-141572","LO-17170","2014-05-29T00:00:00.000Z","2014","5","247.44","2","9","644.35","1","4","5","145","At Risk Customers","2014"
"CA-2011-134621","DP-13390","2011-12-21T00:00:00.000Z","2011","12","18.24","358","14","5480.723999999999","5","2","1","521","Growing Customers","2011"
"CA-2013-165561","CR-12580","2013-11-25T00:00:00.000Z","2013","11","25.35","57","6","2148.852","3","5","3","353","Loyal Customers","2013"
"CA-2012-112305","KB-16405","2012-11-20T00:00:00.000Z","2012","11","119.04","117","9","908.821","4","4","5","445","Top Customers","2012"
"CA-2012-112305","KB-16405","2012-11-20T00:00:00.000Z","2012","11","22.14","117","9","908.821","4","4","5","445","Top Customers","2012"
"CA-2012-112305","KB-16405","2012-11-20T00:00:00.000Z","2012","11","13.98","117","9","908.821","4","4","5","445","Top Customers","2012"
"CA-2014-121580","ML-17410","2014-05-30T00:00:00.000Z","2014","5","43.41","54","15","2921.499999999999","3","2","2","322","Growing Customers","2014"
"CA-2014-121580","ML-17410","2014-05-30T00:00:00.000Z","2014","5","6.24","54","15","2921.499999999999","3","2","2","322","Growing Customers","2014"
"CA-2014-121580","ML-17410","2014-05-30T00:00:00.000Z","2014","5","465.16","54","15","2921.499999999999","3","2","2","322","Growing Customers","2014"
"CA-2014-121580","ML-17410","2014-05-30T00:00:00.000Z","2014","5","7.98","54","15","2921.499999999999","3","2","2","322","Growing Customers","2014"
"CA-2011-101147","MC-17575","2011-12-02T00:00:00.000Z","2011","12","2.394","27","11","1303.893","2","3","4","234","At Risk Customers","2011"
"CA-2011-165806","VM-21685","2011-04-07T00:00:00.000Z","2011","4","58.32","54","12","2454.866","3","3","3","333","Loyal Customers","2011"
"CA-2011-165806","VM-21685","2011-04-07T00:00:00.000Z","2011","4","200.97","54","12","2454.866","3","3","3","333","Loyal Customers","2011"
"CA-2012-151624","VW-21775","2012-09-08T00:00:00.000Z","2012","9","21.36","28","18","6134.0380000000005","2","1","1","211","Low Value Customers","2012"
"CA-2014-139444","GK-14620","2014-09-10T00:00:00.000Z","2014","9","9.856","112","14","6497.27","4","2","1","421","Growing Customers","2014"
"CA-2012-133977","AT-10435","2012-09-06T00:00:00.000Z","2012","9","3.444","21","9","1171.8139999999999","1","4","4","144","At Risk Customers","2012"
"CA-2014-141425","AR-10825","2014-11-03T00:00:00.000Z","2014","11","384.592","58","13","4523.335999999999","3","3","1","331","Loyal Customers","2014"
"CA-2012-133536","JH-15820","2012-03-28T00:00:00.000Z","2012","3","22.92","174","8","528.9100000000001","4","4","5","445","Top Customers","2012"
"CA-2012-150441","RA-19285","2012-08-13T00:00:00.000Z","2012","8","11.36","5","17","2617.9060000000004","1","2","3","123","Low Value Customers","2012"
"CA-2012-162607","RO-19780","2012-05-12T00:00:00.000Z","2012","5","14.592","35","12","3815.478","2","3","2","232","At Risk Customers","2012"
"CA-2014-103506","LR-17035","2014-07-24T00:00:00.000Z","2014","7","41.4","132","12","1879.3059999999998","4","3","3","433","Loyal Customers","2014"
"CA-2013-132479","MK-17905","2013-09-25T00:00:00.000Z","2013","9","442.372","28","17","2302.3680000000004","2","2","3","223","Low Value Customers","2013"
"CA-2014-160724","YS-21880","2014-05-06T00:00:00.000Z","2014","5","34.5","9","12","6720.443999999999","1","3","1","131","At Risk Customers","2014"
"US-2013-115952","JH-15910","2013-10-07T00:00:00.000Z","2013","10","28.85","41","9","959.4770000000002","2","4","4","244","At Risk Customers","2013"
"CA-2011-146731","AT-10735","2011-11-03T00:00:00.000Z","2011","11","3.488","13","16","3831.8640000000005","1","2","2","122","Low Value Customers","2011"
"CA-2011-146731","AT-10735","2011-11-03T00:00:00.000Z","2011","11","143.856","13","16","3831.8640000000005","1","2","2","122","Low Value Customers","2011"
"CA-2012-115392","RM-19675","2012-10-01T00:00:00.000Z","2012","10","311.98","6","11","5979.0960000000005","1","3","1","131","At Risk Customers","2012"
"CA-2012-115392","RM-19675","2012-10-01T00:00:00.000Z","2012","10","22.45","6","11","5979.0960000000005","1","3","1","131","At Risk Customers","2012"
"CA-2014-102379","BB-11545","2014-12-03T00:00:00.000Z","2014","12","39.992","28","20","6765.727999999999","2","1","1","211","Low Value Customers","2014"
"CA-2014-102379","BB-11545","2014-12-03T00:00:00.000Z","2014","12","1159.056","28","20","6765.727999999999","2","1","1","211","Low Value Customers","2014"
"CA-2014-102379","BB-11545","2014-12-03T00:00:00.000Z","2014","12","179.9","28","20","6765.727999999999","2","1","1","211","Low Value Customers","2014"
"CA-2014-149706","AS-10285","2014-12-12T00:00:00.000Z","2014","12","116.312","19","8","3214.236","1","4","2","142","At Risk Customers","2014"
"US-2013-139087","DK-13375","2013-07-18T00:00:00.000Z","2013","7","12.42","19","23","3318.4859999999994","1","1","2","112","Low Value Customers","2013"
"US-2013-139087","DK-13375","2013-07-18T00:00:00.000Z","2013","7","428.4","19","23","3318.4859999999994","1","1","2","112","Low Value Customers","2013"
"US-2013-139087","DK-13375","2013-07-18T00:00:00.000Z","2013","7","24.75","19","23","3318.4859999999994","1","1","2","112","Low Value Customers","2013"
"US-2013-139087","DK-13375","2013-07-18T00:00:00.000Z","2013","7","87.71","19","23","3318.4859999999994","1","1","2","112","Low Value Customers","2013"
"US-2013-139087","DK-13375","2013-07-18T00:00:00.000Z","2013","7","69.52","19","23","3318.4859999999994","1","1","2","112","Low Value Customers","2013"
"US-2013-139087","DK-13375","2013-07-18T00:00:00.000Z","2013","7","20.784","19","23","3318.4859999999994","1","1","2","112","Low Value Customers","2013"
